Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Result,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 221,93,9.50%,€ 2.37,979,93,9.50%,979,0,0,0,0.00%,€ 2.37,€ 225.58,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 398,315,13.10%,€ 1.26,"2,400",315,13.10%,"2,400",0,0,0,0.00%,€ 1.26,€ 165.67,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 222,629,3.00%,€ 0.35,"21,098",629,3.00%,"21,098",0,0,0,0.00%,€ 0.35,€ 10.54,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 25,21,10.00%,€ 1.19,211,21,10.00%,211,0,0,0,0.00%,€ 1.19,€ 118.59,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 142,70,8.30%,€ 2.03,841,70,8.30%,841,0,0,0,0.00%,€ 2.03,€ 169.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 408,306,14.00%,€ 1.33,"2,193",306,14.00%,"2,193",0,0,0,0.00%,€ 1.33,€ 185.85,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 221,694,2.80%,€ 0.32,"25,132",694,2.80%,"25,132",0,0,0,0.00%,€ 0.32,€ 8.80,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 25,21,10.60%,€ 1.20,198,21,10.60%,198,0,0,0,0.00%,€ 1.20,€ 127.53,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 154,73,8.90%,€ 2.11,821,73,8.90%,821,0,0,0,0.00%,€ 2.11,€ 187.51,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 392,325,12.90%,€ 1.21,"2,529",325,12.90%,"2,529",0,0,0,0.00%,€ 1.21,€ 155.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 245,805,3.00%,€ 0.30,"26,906",805,3.00%,"26,906",0,0,0,0.00%,€ 0.30,€ 9.10,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 30,22,11.60%,€ 1.35,189,22,11.60%,189,0,0,0,0.00%,€ 1.35,€ 156.88,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 154,71,7.10%,€ 2.17,994,71,7.10%,994,0,0,0,0.00%,€ 2.17,€ 154.81,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 435,346,12.70%,€ 1.26,"2,720",346,12.70%,"2,720",0,0,0,0.00%,€ 1.26,€ 160.10,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 249,823,2.80%,€ 0.30,"29,509",823,2.80%,"29,509",0,0,0,0.00%,€ 0.30,€ 8.43,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 26,21,8.90%,€ 1.25,235,21,8.90%,235,0,0,0,0.00%,€ 1.25,€ 111.62,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 143,66,7.20%,€ 2.17,920,66,7.20%,920,0,0,0,0.00%,€ 2.17,€ 155.82,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 434,346,13.80%,€ 1.25,"2,516",346,13.80%,"2,516",0,0,0,0.00%,€ 1.25,€ 172.31,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 259,802,3.10%,€ 0.32,"25,959",802,3.10%,"25,959",0,0,0,0.00%,€ 0.32,€ 9.98,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 19,14,6.50%,€ 1.35,214,14,6.50%,214,0,0,0,0.00%,€ 1.35,€ 88.08,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 180,84,8.00%,€ 2.14,"1,055",84,8.00%,"1,055",0,0,0,0.00%,€ 2.14,€ 170.49,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 517,376,14.40%,€ 1.37,"2,616",376,14.40%,"2,616",0,0,0,0.00%,€ 1.37,€ 197.59,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 275,904,3.60%,€ 0.30,"25,041",904,3.60%,"25,041",0,0,0,0.00%,€ 0.30,€ 10.99,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 12,13,6.40%,€ 0.95,202,13,6.40%,202,0,0,0,0.00%,€ 0.95,€ 61.45,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 207,90,8.40%,€ 2.31,"1,075",90,8.40%,"1,075",0,0,0,0.00%,€ 2.31,€ 193.02,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 518,330,13.00%,€ 1.57,"2,531",330,13.00%,"2,531",0,0,0,0.00%,€ 1.57,€ 204.78,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 263,928,3.50%,€ 0.28,"26,652",928,3.50%,"26,652",0,0,0,0.00%,€ 0.28,€ 9.88,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 34,22,10.90%,€ 1.52,202,22,10.90%,202,0,0,0,0.00%,€ 1.52,€ 165.83,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 150,65,5.90%,€ 2.30,"1,102",65,5.90%,"1,102",0,0,0,0.00%,€ 2.30,€ 135.94,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 559,352,13.90%,€ 1.59,"2,534",352,13.90%,"2,534",0,0,0,0.00%,€ 1.59,€ 220.56,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 292,934,3.80%,€ 0.31,"24,470",934,3.80%,"24,470",0,0,0,0.00%,€ 0.31,€ 11.93,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 26,23,9.70%,€ 1.11,238,23,9.70%,238,0,0,0,0.00%,€ 1.11,€ 107.72,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 150,69,7.40%,€ 2.18,935,69,7.40%,935,0,0,0,0.00%,€ 2.18,€ 160.59,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 475,306,12.90%,€ 1.55,"2,380",306,12.90%,"2,380",0,0,0,0.00%,€ 1.55,€ 199.63,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 226,869,3.30%,€ 0.26,"26,649",869,3.30%,"26,649",0,0,0,0.00%,€ 0.26,€ 8.49,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 20,14,6.90%,€ 1.41,203,14,6.90%,203,0,0,0,0.00%,€ 1.41,€ 97.19,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 179,80,7.90%,€ 2.24,"1,017",80,7.90%,"1,017",0,0,0,0.00%,€ 2.24,€ 176.46,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 487,316,13.00%,€ 1.54,"2,424",316,13.00%,"2,424",0,0,0,0.00%,€ 1.54,€ 200.83,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 312,"1,255",3.00%,€ 0.25,"42,032","1,255",3.00%,"42,032",0,0,0,0.00%,€ 0.25,€ 7.42,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 20,13,5.80%,€ 1.55,224,13,5.80%,224,0,0,0,0.00%,€ 1.55,€ 90.16,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 230,83,7.10%,€ 2.77,"1,163",83,7.10%,"1,163",0,0,0,0.00%,€ 2.77,€ 197.62,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 410,323,14.10%,€ 1.27,"2,287",323,14.10%,"2,287",0,0,0,0.00%,€ 1.27,€ 179.31,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 203,801,3.20%,€ 0.25,"24,919",801,3.20%,"24,919",0,0,0,0.00%,€ 0.25,€ 8.16,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 24,23,8.50%,€ 1.03,272,23,8.50%,272,0,0,0,0.00%,€ 1.03,€ 87.35,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 199,81,6.90%,€ 2.46,"1,180",81,6.90%,"1,180",0,0,0,0.00%,€ 2.46,€ 168.80,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 309,280,12.50%,€ 1.10,"2,246",280,12.50%,"2,246",0,0,0,0.00%,€ 1.10,€ 137.72,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 125,506,3.90%,€ 0.25,"12,900",506,3.90%,"12,900",0,0,0,0.00%,€ 0.25,€ 9.72,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 27,20,6.80%,€ 1.35,295,20,6.80%,295,0,0,0,0.00%,€ 1.35,€ 91.22,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 8,27,1.60%,€ 0.29,"1,738",27,1.60%,"1,738",0,126,417,24.00%,€ 0.29,€ 4.47,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 200,78,6.50%,€ 2.56,"1,206",78,6.50%,"1,206",0,0,0,0.00%,€ 2.56,€ 165.82,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 303,282,13.60%,€ 1.07,"2,077",282,13.60%,"2,077",0,0,0,0.00%,€ 1.07,€ 145.86,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 129,600,3.50%,€ 0.22,"16,925",600,3.50%,"16,925",0,0,0,0.00%,€ 0.22,€ 7.62,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 27,22,8.90%,€ 1.23,248,22,8.90%,248,0,0,0,0.00%,€ 1.23,€ 109.33,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 16,77,2.00%,€ 0.20,"3,817",77,2.00%,"3,720",0,281,949,24.90%,€ 0.20,€ 4.11,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 242,99,8.00%,€ 2.44,"1,244",99,8.00%,"1,244",0,0,0,0.00%,€ 2.44,€ 194.48,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 326,281,14.10%,€ 1.16,"1,986",281,14.10%,"1,986",0,0,0,0.00%,€ 1.16,€ 164.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 127,594,3.90%,€ 0.21,"15,248",594,3.90%,"15,248",0,0,0,0.00%,€ 0.21,€ 8.32,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 22,19,7.20%,€ 1.15,265,19,7.20%,265,0,0,0,0.00%,€ 1.15,€ 82.13,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 17,82,1.90%,€ 0.20,"4,257",82,1.90%,"4,127",0,289,"1,001",23.50%,€ 0.20,€ 3.88,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 276,102,6.60%,€ 2.70,"1,539",102,6.60%,"1,539",0,0,0,0.00%,€ 2.70,€ 179.19,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 366,318,13.80%,€ 1.15,"2,298",318,13.80%,"2,298",0,0,0,0.00%,€ 1.15,€ 159.26,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 129,562,4.60%,€ 0.23,"12,097",562,4.60%,"12,097",0,0,0,0.00%,€ 0.23,€ 10.70,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 19,13,4.70%,€ 1.50,276,13,4.70%,276,0,0,0,0.00%,€ 1.50,€ 70.44,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 15,64,1.90%,€ 0.23,"3,424",64,1.90%,"3,278",0,204,755,22.10%,€ 0.23,€ 4.30,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 242,78,6.40%,€ 3.10,"1,218",78,6.40%,"1,218",0,0,0,0.00%,€ 3.10,€ 198.54,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 313,273,13.90%,€ 1.15,"1,961",273,13.90%,"1,961",0,0,0,0.00%,€ 1.15,€ 159.70,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 110,543,4.70%,€ 0.20,"11,444",543,4.70%,"11,444",0,0,0,0.00%,€ 0.20,€ 9.60,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 24,16,7.40%,€ 1.52,216,16,7.40%,216,0,0,0,0.00%,€ 1.52,€ 112.72,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 14,77,2.60%,€ 0.18,"2,971",77,2.60%,"2,674",0,237,832,28.00%,€ 0.18,€ 4.77,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 254,90,6.80%,€ 2.83,"1,316",90,6.80%,"1,316",0,0,0,0.00%,€ 2.83,€ 193.30,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 265,268,15.10%,€ 0.99,"1,775",268,15.10%,"1,775",0,0,0,0.00%,€ 0.99,€ 149.25,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 131,523,4.80%,€ 0.25,"10,839",523,4.80%,"10,839",0,0,0,0.00%,€ 0.25,€ 12.09,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 40,26,10.30%,€ 1.56,252,26,10.30%,252,0,0,0,0.00%,€ 1.56,€ 160.51,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 300,110,8.20%,€ 2.72,"1,339",110,8.20%,"1,339",0,0,0,0.00%,€ 2.72,€ 223.75,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 229,252,13.60%,€ 0.91,"1,857",252,13.60%,"1,857",0,0,0,0.00%,€ 0.91,€ 123.10,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 120,498,4.60%,€ 0.24,"10,856",498,4.60%,"10,856",0,0,0,0.00%,€ 0.24,€ 11.10,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 28,27,10.30%,€ 1.02,263,27,10.30%,263,0,0,0,0.00%,€ 1.02,€ 105.15,0.00%, € -   , € -   
 Paid Social , meta , BIODERMA ,Jan-24,Conversion,Instagram-Beitrag: Stay hydrated mit...,Clicks,€ 6,36,3.40%,€ 0.17,"1,059",36,3.40%,"1,013",0,90,359,33.90%,€ 0.17,€ 5.79,0.00%, € -   ,€ 0.02
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 300,104,6.70%,€ 2.88,"1,555",104,6.70%,"1,555",0,0,0,0.00%,€ 2.88,€ 192.68,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 321,276,14.80%,€ 1.16,"1,861",276,14.80%,"1,861",0,0,0,0.00%,€ 1.16,€ 172.42,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 156,634,4.80%,€ 0.25,"13,165",634,4.80%,"13,165",0,0,0,0.00%,€ 0.25,€ 11.83,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 20,15,6.10%,€ 1.32,247,15,6.10%,247,0,0,0,0.00%,€ 1.32,€ 80.40,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 237,87,6.80%,€ 2.73,"1,285",87,6.80%,"1,285",0,0,0,0.00%,€ 2.73,€ 184.65,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 350,256,12.60%,€ 1.37,"2,038",256,12.60%,"2,038",0,0,0,0.00%,€ 1.37,€ 171.52,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 101,441,5.50%,€ 0.23,"8,030",441,5.50%,"8,030",0,0,0,0.00%,€ 0.23,€ 12.58,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 25,15,6.20%,€ 1.66,242,15,6.20%,242,0,0,0,0.00%,€ 1.66,€ 102.69,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 177,62,5.70%,€ 2.85,"1,092",62,5.70%,"1,092",0,0,0,0.00%,€ 2.85,€ 161.83,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 353,243,13.60%,€ 1.45,"1,784",243,13.60%,"1,784",0,0,0,0.00%,€ 1.45,€ 197.61,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 119,399,4.80%,€ 0.30,"8,384",399,4.80%,"8,384",0,0,0,0.00%,€ 0.30,€ 14.14,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 27,15,6.30%,€ 1.82,238,15,6.30%,238,0,0,0,0.00%,€ 1.82,€ 114.80,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 293,90,7.40%,€ 3.25,"1,217",90,7.40%,"1,217",0,0,0,0.00%,€ 3.25,€ 240.53,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 339,268,13.30%,€ 1.26,"2,013",268,13.30%,"2,013",0,0,0,0.00%,€ 1.26,€ 168.23,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 127,592,4.50%,€ 0.21,"13,101",592,4.50%,"13,101",0,0,0,0.00%,€ 0.21,€ 9.66,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 24,15,7.90%,€ 1.60,190,15,7.90%,190,0,0,0,0.00%,€ 1.60,€ 126.62,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 231,76,6.60%,€ 3.05,"1,159",76,6.60%,"1,159",0,0,0,0.00%,€ 3.05,€ 199.69,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 287,247,13.10%,€ 1.16,"1,886",247,13.10%,"1,886",0,0,0,0.00%,€ 1.16,€ 152.25,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 123,502,4.40%,€ 0.24,"11,287",502,4.40%,"11,287",0,0,0,0.00%,€ 0.24,€ 10.88,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 47,30,12.20%,€ 1.57,245,30,12.20%,245,0,0,0,0.00%,€ 1.57,€ 192.69,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 258,74,6.70%,€ 3.49,"1,108",74,6.70%,"1,108",0,0,0,0.00%,€ 3.49,€ 232.97,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 313,263,13.40%,€ 1.19,"1,957",263,13.40%,"1,957",0,0,0,0.00%,€ 1.19,€ 160.02,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 160,724,4.70%,€ 0.22,"15,490",724,4.70%,"15,490",0,0,0,0.00%,€ 0.22,€ 10.31,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 37,29,13.70%,€ 1.27,212,29,13.70%,212,0,0,0,0.00%,€ 1.27,€ 174.15,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 255,91,7.30%,€ 2.81,"1,245",91,7.30%,"1,245",0,0,0,0.00%,€ 2.81,€ 205.05,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 304,275,12.40%,€ 1.11,"2,219",275,12.40%,"2,219",0,0,0,0.00%,€ 1.11,€ 137.21,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 91,436,5.70%,€ 0.21,"7,606",436,5.70%,"7,606",0,0,0,0.00%,€ 0.21,€ 11.94,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 27,22,9.10%,€ 1.23,241,22,9.10%,241,0,0,0,0.00%,€ 1.23,€ 112.08,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 212,75,6.90%,€ 2.82,"1,085",75,6.90%,"1,085",0,0,0,0.00%,€ 2.82,€ 194.98,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 211,245,14.30%,€ 0.86,"1,708",245,14.30%,"1,708",0,0,0,0.00%,€ 0.86,€ 123.81,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 102,511,5.60%,€ 0.20,"9,194",511,5.60%,"9,194",0,0,0,0.00%,€ 0.20,€ 11.13,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 39,29,10.80%,€ 1.34,269,29,10.80%,269,0,0,0,0.00%,€ 1.34,€ 144.45,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 204,69,7.30%,€ 2.96,947,69,7.30%,947,0,0,0,0.00%,€ 2.96,€ 215.87,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,de_bio_gads_src_always-on_branding-campaign_traffic,Clicks,€ 206,240,14.50%,€ 0.86,"1,659",240,14.50%,"1,659",0,0,0,0.00%,€ 0.86,€ 124.23,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Performance Max,Clicks,€ 59,230,7.20%,€ 0.25,"3,211",230,7.20%,"3,211",0,0,0,0.00%,€ 0.25,€ 18.26,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Sensibio_H2O_Reinigung,Clicks,€ 20,18,7.30%,€ 1.12,248,18,7.30%,248,0,0,0,0.00%,€ 1.12,€ 81.04,0.00%, € -   , € -   
 Paid Search , google , BIODERMA ,Jan-24,Conversion,Atoderm_Reinigung,Clicks,€ 182,64,6.50%,€ 2.85,987,64,6.50%,987,0,0,0,0.00%,€ 2.85,€ 184.69,0.00%, € -   , € -   
